Name,auction_value,Position
Miguel Valdez,1178646315030992.2,Pitcher
Junior Flores,1190218836753076.5,Pitcher
Ryan Birchard,1192037151147880.5,Pitcher
Shane Telfer,1196824425887108.8,Pitcher
Ryan Thompson,1198336806492351.0,Pitcher
Jose Serrano,1213457119625532.5,Pitcher
Amos Willingham,1221467529181694.2,Pitcher
Darwin Rodriguez,1221471384312865.0,Pitcher
Marques Johnson,1222118704055562.0,Pitcher
Franyerson Reyes,1225687595724145.5,Pitcher
Jorge De Leon,1226078743772538.5,Pitcher
Felix Ramires,1229560233061946.2,Pitcher
Eduar Gonzalez,1229953301353500.2,Pitcher
Marcos Herrera,1232592346227862.0,Pitcher
Jack Neely,1239142845471819.8,Pitcher
Franyer Herrera,1240912747213340.5,Pitcher
Deibi Rodriguez,1247055205371296.2,Pitcher
Bennett Sousa,1247072323185604.0,Pitcher
Brody Jessee,1252243035896972.8,Pitcher
Manuel Davila,1254037778886133.0,Pitcher
Jackson Kowar,1262698692765159.5,Pitcher
Chase Hopewell,1264832678350669.0,Pitcher
Silvano Hechavarria,1264927796934943.5,Pitcher
Andre Granillo,1274819797972749.8,Pitcher
Paul Gervase,1286829477100615.5,Pitcher
Michael Arias,1288843151434908.0,Pitcher
Franly Urena,1295898397511697.2,Pitcher
James McArthur,1299937522646914.2,Pitcher
Yensy Bello,1302502407372009.8,Pitcher
Joel Valdez,1303314187681546.0,Pitcher
Ky Bush,1305455744917604.0,Pitcher
Yaqui Rivera,1319415163341019.8,Pitcher
Larson Kindreich,1327841877844799.2,Pitcher
Diego Castillo,1329052327777506.2,Pitcher
Cesar Aquino,1336207099863055.0,Pitcher
Wilmy Sanchez,1337548767458415.5,Pitcher
Alex Martinez,1349497138501369.8,Pitcher
Brendon Little,1351847494338503.2,Pitcher
Jerming Rosario,1361682996382715.8,Pitcher
Zach Fogell,1362427999994194.8,Pitcher
Cody Poteet,1369675629796511.5,Pitcher
Grant Wolfram,1371453584620370.2,Pitcher
Javier González,1373640527430976.2,Pitcher
Joseilyn Gonzalez,1373881191188934.5,Pitcher
Wellington Aracena,1378594495605723.5,Pitcher
Yendy Gomez,1380272327789540.0,Pitcher
Wilian Bormie,1380901435086754.5,Pitcher
Zhiorman Imbriano,1386850873081751.5,Pitcher
Brayner Sánchez,1390352489541410.2,Pitcher
Marcos Pimentel,1397559149225163.0,Pitcher
Thaddeus Ward,1405854904302570.8,Pitcher
Eddy Felix,1406850728805421.8,Pitcher
Jesus Mendez,1407825620001230.5,Pitcher
Deivy Cruz,1414665090353734.8,Pitcher
Xander Hamilton,1416964448664672.2,Pitcher
Inmer Lobo,1417465306428102.5,Pitcher
Rubender Pena,1421029516947107.2,Pitcher
Steven Perez,1421207260312511.5,Pitcher
Joey Gerber,1426774935186264.8,Pitcher
Dualvert Gutierrez,1434344573048774.0,Pitcher
LJ McDonough,1439460863627404.2,Pitcher
Austin Emener,1445855710458095.5,Pitcher
Eduard Bazardo,1450611403044352.2,Pitcher
Bo Bonds,1471308842650872.2,Pitcher
Luichi Casilla,1476931623512698.2,Pitcher
Christian Rodriguez,1477325320580986.8,Pitcher
Jeter Martinez,1483364911453710.0,Pitcher
Osiel Rodriguez,1497025130519320.2,Pitcher
Andrew Saalfrank,1497136353869893.5,Pitcher
Dylan Simmons,1498893909306483.2,Pitcher
Barrett Kent,1499774806579038.2,Pitcher
Frander Veras,1502532919185803.2,Pitcher
Anthony Maldonado,1502907044076233.5,Pitcher
Diomede Sierra,1503130454235741.5,Pitcher
Jose Feliz,1525686384396441.2,Pitcher
Justin Topa,1529490688122607.0,Pitcher
Andrew Baker,1532302179675522.5,Pitcher
Yimi Presinal,1532405230277250.5,Pitcher
Anderson Brito,1542227753785990.2,Pitcher
Keagan Gillies,1543441288538604.5,Pitcher
Zac Addkison,1546289497683902.8,Pitcher
Yovanny Cabrera,1555792491279631.0,Pitcher
Yerry Landinez,1560619531726160.5,Pitcher
Zander Mueth,1570771729318549.5,Pitcher
Zack Showalter,1578283105051522.5,Pitcher
Jesse Wainscott,1578850142758878.0,Pitcher
Yordin Chalas,1600795655269335.5,Pitcher
Evan Sisk,1602783779475553.5,Pitcher
Franklin Marquez,1602939486283804.8,Pitcher
Justin Showalter,1604212531562242.0,Pitcher
Hoby Milner,1608324633053634.0,Pitcher
Kevin Abel,1611669590165573.2,Pitcher
Geoffrey Gilbert,1611730843941165.8,Pitcher
Bryce Collins,1614231017006540.2,Pitcher
Josiah Gray,1620009579564456.5,Pitcher
Alexander Fuentes,1622179162906554.5,Pitcher
Tyler Baum,1622543514732934.5,Pitcher
Bryan Mena,1628816047894876.0,Pitcher
Eli Ankeney,1640781410979723.8,Pitcher
Brendan Cellucci,1642556620169128.2,Pitcher
Alfred Morillo,1643897415369469.0,Pitcher
Alejandro Gomez,1649218954151736.5,Pitcher
Tyler Mattison,1657223019347954.2,Pitcher
Joe Mantiply,1658726403966600.0,Pitcher
Ubaldo Soto,1670380869234926.2,Pitcher
German Fajardo,1677372260807498.0,Pitcher
Cristofer Melendez,1677480739792081.5,Pitcher
Gavin Hollowell,1693375969032815.0,Pitcher
Cristian Javier,1696948242030858.2,Pitcher
Anthony Hoopii-Tuionetoa,1700428197681447.0,Pitcher
Caleb Kilian,1704523159210023.8,Pitcher
Jesus Colina,1706890984617432.0,Pitcher
Tink Hence,1711203272156743.8,Pitcher
Owen Kellington,1715765243131264.5,Pitcher
Cristian Mena,1729515593769057.0,Pitcher
Ezequiel Ventura,1730591408065136.5,Pitcher
Anthony Arguelles,1735550830677842.0,Pitcher
Juan Valera,1738549833442239.5,Pitcher
Jose Gonzalez,1745533365878648.5,Pitcher
Mark McLaughlin,1748196619924755.0,Pitcher
Dale Stanavich,1764618306459694.2,Pitcher
Welinton Herrera,1764799179699948.0,Pitcher
Matt Wyatt,1766829108478899.8,Pitcher
Pedro Tucent,1769349392718707.8,Pitcher
Alejandro Lugo,1773325045496483.0,Pitcher
Trey Braithwaite,1781593642389117.8,Pitcher
Isaias Uribe,1787046399625676.0,Pitcher
Eduardo Robles,1789864001721066.0,Pitcher
Elison Joseph,1791521528704138.8,Pitcher
Manuel Medina,1800055604908888.2,Pitcher
Wilfred Alvarado,1812757136550153.5,Pitcher
Patrick Pridgen,1816174290884523.5,Pitcher
Carlos Vargas,1817677618675052.5,Pitcher
Samuel Mejia,1818735761508763.5,Pitcher
Chris Roycroft,1820814434908214.5,Pitcher
Breck Eichelberger,1821016843285166.5,Pitcher
Ignacio Briceno,1822786554154668.8,Pitcher
Anthony Veneziano,1835602488780351.2,Pitcher
Moisés Chace,1846386106716676.5,Pitcher
Maikel Miralles,1864320029650920.5,Pitcher
Samuel Vasquez,1866765428958444.8,Pitcher
Cade Denton,1883387939073582.5,Pitcher
Jonathan Jimenez,1892150798912394.8,Pitcher
Will Bednar,1892190525338377.2,Pitcher
Jake Smith,1893817678558366.0,Pitcher
Engel Daniel Peralta,1895325799986041.2,Pitcher
Ray Kerr,1900342642396898.8,Pitcher
Mick Abel,1908864849403095.2,Pitcher
Caleb Freeman,1913007061404535.5,Pitcher
Cleiber Maldonado,1913331185816818.8,Pitcher
Yereny Teus,1935166561266926.0,Pitcher
Yoniel Curet,1935739304800480.5,Pitcher
Carson Ragsdale,1935970985298614.8,Pitcher
Kamdyn Perry,1939008329542274.8,Pitcher
Jorge Herrera,1939124143888353.5,Pitcher
Roddery Muñoz,1943127606799156.5,Pitcher
Ryan Jensen,1944625852213137.2,Pitcher
Johan Montero,1945851721493547.5,Pitcher
Walter Pennington,1949430341352017.5,Pitcher
Tyler Burch,1951670267103138.8,Pitcher
Yorman Galindez,1953565159071364.8,Pitcher
Candido Cuevas,1954253806069984.5,Pitcher
Tyler Zuber,1956585127907047.2,Pitcher
Wikelman Gonzalez,1962584041321551.5,Pitcher
Jose Adames,1978547046906170.5,Pitcher
Gregori Louis,1986993477854630.8,Pitcher
Nolan Perry,1990507585095044.5,Pitcher
McCade Brown,1995612901471195.2,Pitcher
Jake Eddington,1997865321728204.5,Pitcher
Yeferson Vargas,1999496959683231.5,Pitcher
Wilker Reyes,2011494857132906.5,Pitcher
Leandro Lopez,2013305005580536.5,Pitcher
Brayan Castillo,2015349648400552.8,Pitcher
Andre Sanchez,2022003616347968.5,Pitcher
Carlos Lagrange,2024926803220807.2,Pitcher
Deretd Parra,2029221903523946.5,Pitcher
Carlos Rodriguez,2031785100229386.5,Pitcher
Andrew Schultz,2036028648582081.2,Pitcher
Eric Prado,2044312347009884.8,Pitcher
Jonalbert Rumbol,2048167110860532.5,Pitcher
Kelvis Salcedo,2051357124099726.5,Pitcher
Maxwel Hernandez,2056075853705408.5,Pitcher
Jostin Florentino,2058984573549812.0,Pitcher
Rio Britton,2059126101109478.5,Pitcher
Jonah Hurney,2060485793010248.5,Pitcher
Brandon Young,2064080375907018.5,Pitcher
Bayden Root,2066212792439332.8,Pitcher
Collin Baumgartner,2066588725901298.5,Pitcher
Colten Brewer,2069902275896172.0,Pitcher
Brayan Narvaez,2072871164703270.5,Pitcher
Holt Jones,2082633096302680.5,Pitcher
Jorge Mercedes,2093468478647425.5,Pitcher
Landon Sims,2097555923135852.5,Pitcher
Will Schomberg,2100860942250120.5,Pitcher
Braydon Fisher,2117447693734978.8,Pitcher
Donye Evans,2119027025874910.0,Pitcher
Everhett Hazelwood,2123030167499974.0,Pitcher
Riley Bauman,2127768403210834.5,Pitcher
Josh Winckowski,2139777586998560.0,Pitcher
Andrew Dalquist,2145344068543564.8,Pitcher
Angel Jimenez,2145622153560879.5,Pitcher
Tyler Rogers,2154790835501823.2,Pitcher
Scott Effross,2156104255223763.5,Pitcher
Xiomer Guacache,2160731380894646.0,Pitcher
Rob Zastryzny,2163753026312091.5,Pitcher
Roman Phansalkar,2170464563339858.5,Pitcher
Edwin Nuñez,2171116219728511.5,Pitcher
Tanner McDougal,2172149025770062.5,Pitcher
Braxton Hyde,2174543434846853.5,Pitcher
Thomas Bruss,2176551748219585.2,Pitcher
Stu Flesland III,2179282374332057.5,Pitcher
Seth Johnson,2184762379789789.5,Pitcher
Richard Fernandez,2190442050872338.5,Pitcher
Yeiber Cartaya,2191819367932847.5,Pitcher
Jonh Henriquez,2198095427349128.0,Pitcher
Zach Pop,2200358601130370.8,Pitcher
Andy Basora,2202968853291427.5,Pitcher
J.P. France,2206814038056115.2,Pitcher
Easton Sikorski,2207490277676852.8,Pitcher
Reibyn Corona,2210108727713216.8,Pitcher
Eriq Swan,2219719250286139.2,Pitcher
Reiver Camacho,2230796264053405.5,Pitcher
Cole Waites,2236476145735768.8,Pitcher
Jacob Cravey,2257994521519556.0,Pitcher
Jesus Rios,2258809600948134.0,Pitcher
Juan De La Cruz,2259767932274205.5,Pitcher
Jharold Clemente,2261770653730439.5,Pitcher
Frank Mozzicato,2261856433341272.0,Pitcher
Josh Hansell,2264482150231418.0,Pitcher
Alimber Santa,2265449232333200.5,Pitcher
Albert Rivas,2266385218560399.5,Pitcher
Jean Munoz,2271339508391133.5,Pitcher
Ben Brutti,2274366314896710.0,Pitcher
Yohan Ramírez,2277016892713259.5,Pitcher
Andrew Landry,2278722194621201.5,Pitcher
Jose Guedez,2283383151252521.5,Pitcher
Calvin Ziegler,2288178746126980.5,Pitcher
Jeremy Reyes,2289026375693857.0,Pitcher
Connor Staine,2292778556156275.0,Pitcher
Nate Savino,2294699640928824.5,Pitcher
Ryan Harvey,2303615183355485.5,Pitcher
Luke Savage,2307971417025570.5,Pitcher
Kyle Leahy,2311075113625196.0,Pitcher
Carlos Rodriguez,2311370262462957.0,Pitcher
Bryson Hammer,2332562626021166.0,Pitcher
Emmet Sheehan,2333610932140239.5,Pitcher
Luke Fox,2338940146599198.5,Pitcher
Matt Gabbert,2341639814213374.5,Pitcher
Accimias Morales,2343585968004374.0,Pitcher
Anyelo Ovando,2345979965398434.5,Pitcher
Zack Qin,2352536942722870.5,Pitcher
Gabriel Aguilera,2352875726226191.5,Pitcher
Drew Conover,2363808297483096.5,Pitcher
Alexander Vallecillo,2368444543435757.0,Pitcher
Jaime Melendez,2373454926928848.0,Pitcher
Jackson Fristoe,2374748128001385.5,Pitcher
Melkis Hernandez,2377281345977523.0,Pitcher
Kleiber Olmedo,2379299342917849.5,Pitcher
Kenyon Yovan,2380979428682064.0,Pitcher
Conor Grammes,2387854275165545.5,Pitcher
Matt Keating,2400498281141197.0,Pitcher
Anthony Gose,2417379057835112.0,Pitcher
Antonio Knowles,2425023519061127.0,Pitcher
Yhoiker Fajardo,2428880141696737.5,Pitcher
Jhancarlos Lara,2435060116803807.0,Pitcher
Tejay Antone,2436402831441315.0,Pitcher
Dalton Rogers,2438482404081878.5,Pitcher
Timmy Manning,2447341639611321.5,Pitcher
Jose Geraldo,2447673079538112.5,Pitcher
Ricardo Estrada,2453618449076263.0,Pitcher
German Nunez,2454988942735230.5,Pitcher
Eric Veras,2455922060684736.0,Pitcher
Chris Devenski,2457665878539646.0,Pitcher
Bryan Rivera,2460137048235132.5,Pitcher
Jovani Moran,2462159941634703.0,Pitcher
Mason McGwire,2476540419265448.0,Pitcher
Jhon Medina,2478186813750935.0,Pitcher
Joe La Sorsa,2483626344456227.5,Pitcher
Eliander Alcalde,2486970323713194.0,Pitcher
Tyrone Yulie,2500461933633534.0,Pitcher
Nestor Lorant,2501936489190073.5,Pitcher
David Lorduy,2510403917954656.5,Pitcher
Jarold Rosado,2515511367861026.0,Pitcher
Eric Dominguez,2520390116662997.5,Pitcher
Haminton Mendez,2521294352821201.5,Pitcher
Grabiel Salazar,2526879920616859.5,Pitcher
Jorger Petri,2527966310498694.0,Pitcher
Dahian Santos,2531112331101598.0,Pitcher
Jose Bello,2540919161001253.0,Pitcher
Sam McWilliams,2541834980532592.0,Pitcher
Juan Mercedes,2542895907065299.0,Pitcher
Cole Hillier,2544079779857906.0,Pitcher
Nolan Santos,2545298717960657.5,Pitcher
Yanquiel Sanchez,2546887743022849.5,Pitcher
Tyler Bradt,2547377897614064.0,Pitcher
Yeriel Santos,2552264509321084.5,Pitcher
Walbert Urena,2558684389981101.0,Pitcher
JJ Sanchez,2560971306406416.0,Pitcher
Brooks Kriske,2561744155619751.5,Pitcher
Samuel Colmenares,2561985525302970.0,Pitcher
Chazz Martinez,2568816764018775.0,Pitcher
Jack Sellinger,2570238231872602.5,Pitcher
Will Warren,2571403131079578.0,Pitcher
Asa Lacy,2576254320690046.0,Pitcher
Brandan Bidois,2577799380090688.5,Pitcher
Miguel Mendez,2583931430511044.0,Pitcher
Keeler Morfe,2584272278221048.0,Pitcher
Brent Headrick,2596042456317114.5,Pitcher
Billy Seidl,2607666733456708.5,Pitcher
Keythel Key,2608814790785720.5,Pitcher
Eric Reyzelman,2609403921821075.5,Pitcher
Max Carlson,2618292161670952.0,Pitcher
Nazier Mulé,2619971568381238.5,Pitcher
Ryan Bourassa,2620875382144733.5,Pitcher
Victor Mederos,2625426110609520.5,Pitcher
Josh Wolf,2627403424554628.0,Pitcher
Isaiah Coupet,2628783639481574.5,Pitcher
Colby White,2630133626970534.5,Pitcher
Kyle Hurt,2631241769352771.5,Pitcher
Logan Allen,2636305134203035.5,Pitcher
Liomar Martinez,2659069182105614.5,Pitcher
Camden Minacci,2660042267713601.0,Pitcher
Jogly Garcia,2664629295890599.5,Pitcher
Elvis Novas,2664906054931943.5,Pitcher
Luis Arestigueta,2683390568642509.5,Pitcher
Ryan Harbin,2685809949530241.5,Pitcher
Tommy Vail,2686947481428495.5,Pitcher
Ryan Loutos,2688285240085974.0,Pitcher
Daniel Guerra,2688484868927620.0,Pitcher
Skylar Arias,2692934279131023.5,Pitcher
Kolton Curtis,2693636667970363.0,Pitcher
Moises Rodriguez,2698364108598131.5,Pitcher
Gunner Mayer,2702631355077457.0,Pitcher
Austin Vernon,2713695020340954.5,Pitcher
Alex Garbrick,2718856240443471.5,Pitcher
Magnus Ellerts,2724087971206497.5,Pitcher
Mariano Salomon,2728076555727060.0,Pitcher
Royber Salinas,2740304072718060.0,Pitcher
Aidan Maldonado,2740352889446804.5,Pitcher
Max Lazar,2750802812853468.0,Pitcher
Luke Bell,2760544405210126.0,Pitcher
Anthony Garcia,2767997425521793.5,Pitcher
Huascar Ynoa,2768772836836476.5,Pitcher
Nathan Karaffa,2772496466232883.5,Pitcher
Michael Prosecky,2780276146826634.5,Pitcher
Danyony Pulido,2781269133539287.5,Pitcher
Mason Vinyard,2785924633413280.5,Pitcher
Leonard Garcia,2791930263167392.0,Pitcher
Jorge Minyety,2796618123230753.0,Pitcher
Cade Austin,2796939562476994.5,Pitcher
Evan Shawver,2805936601323004.0,Pitcher
Matt Mikulski,2815708206189681.0,Pitcher
Joel Heredia,2818492881688681.5,Pitcher
Merrick Baldo,2822673974562215.0,Pitcher
Amilcar Chirinos,2824240042037953.5,Pitcher
Dugan Darnell,2827092455005019.5,Pitcher
Bailey Horn,2829632351196549.0,Pitcher
Eric Adler,2831116922967172.5,Pitcher
Caden Grice,2833806106749230.0,Pitcher
Kyle Nelson,2839308662176387.5,Pitcher
Logan Britt,2846483961078958.0,Pitcher
Kelvin Ramirez,2849101912527916.5,Pitcher
Cody Greenhill,2849111501054508.5,Pitcher
Sandro Bargallo,2852162321721600.0,Pitcher
Jose Franco,2855364477545589.0,Pitcher
Giussepe Velasquez,2858788142651702.0,Pitcher
Juan Martinez,2862189132013939.0,Pitcher
Joan Gonzalez,2875915340478341.0,Pitcher
Tommy McCollum,2890592982270888.0,Pitcher
Alex Clemmey,2891748255781999.0,Pitcher
Luke Anderson,2896921614543041.5,Pitcher
Kevin Valdez,2898902184397440.0,Pitcher
Luke Taggart,2900086613850471.0,Pitcher
Michael Dominguez,2904814679677603.5,Pitcher
Johan Moreno,2906346775687308.0,Pitcher
Carlton Perkins,2908845478263181.5,Pitcher
Chris Wright,2910855519354603.5,Pitcher
Jose Fermin,2916865895532962.5,Pitcher
Jackson Baumeister,2917017703565545.0,Pitcher
Elijah Pleasants,2918304341227041.5,Pitcher
Danny Flatt,2923927036987223.5,Pitcher
Gabe Emmett,2927272681093578.5,Pitcher
Luis Gonzalez,2928459722637886.5,Pitcher
Tristan Stivors,2929815151557332.0,Pitcher
Mark Manfredi,2930783345461767.5,Pitcher
Luifer Romero,2967961066881198.0,Pitcher
Luis Rujano,2968845270342690.0,Pitcher
Owen Holt,2972915807012466.5,Pitcher
Austin Krob,2982682469232946.5,Pitcher
Hunter Stratton,2983242663456803.5,Pitcher
Carson Fulmer,2984503739866299.0,Pitcher
Juaron Watts-Brown,2991338350557519.5,Pitcher
Aaron Munson,2995847630148193.0,Pitcher
Seth Chavez,2999412289332081.0,Pitcher
Derrick Edington,3004703264539677.5,Pitcher
Teofilo Mendez,3008246223201785.5,Pitcher
Irv Carter,3013971071395399.5,Pitcher
Luis Martinez-Gomez,3016406059458293.0,Pitcher
Peyton Stumbo,3024830551679672.5,Pitcher
Simon Leandro,3032187538888334.5,Pitcher
Orlando Gonzalez,3033098352861223.5,Pitcher
Augusto Calderon,3043955616337023.5,Pitcher
Michael Martinez,3044920391441882.0,Pitcher
Aidan Curry,3046816987627537.0,Pitcher
Shawn Rapp,3051966000941536.0,Pitcher
Ryan Webb,3068737428572382.5,Pitcher
Lucas Wepf,3073133837600935.5,Pitcher
Giomar Diaz,3073163618289288.0,Pitcher
Chris Williams Jr.,3074691401838481.0,Pitcher
Frank Moreno,3075340077019753.5,Pitcher
Leonardo Taveras,3079109329244672.5,Pitcher
William Silva,3079613608353490.5,Pitcher
Josh Knoth,3082551395205587.0,Pitcher
Owen White,3085252117544754.0,Pitcher
David Rodriguez,3096849589627943.0,Pitcher
Luis Bermudez,3109545956949252.5,Pitcher
Jose Romero,3119811935022174.5,Pitcher
Jackson Humphries,3126727496668729.5,Pitcher
Matthew Thompson,3127145449693636.5,Pitcher
Luis Talavera,3128476770017894.0,Pitcher
Jake Rice,3138265545165743.0,Pitcher
Hayden Mullins,3141354326529264.5,Pitcher
Jackson Lancaster,3141580778388144.5,Pitcher
Jose Olivares,3149011730780591.5,Pitcher
Chay Yeager,3156721553602770.5,Pitcher
Reidis Sena,3162201429573233.5,Pitcher
Brant Hurter,3167957006959155.0,Pitcher
Dariel Polanco,3175277111125691.5,Pitcher
Alex Amalfi,3177222192562334.0,Pitcher
Gustavo Rodriguez,3183639101534181.0,Pitcher
Tanner Jacobson,3185003359024385.5,Pitcher
Riley Martin,3195315587321415.5,Pitcher
Anthony Molina,3196768805560324.0,Pitcher
Edgar Portes,3204797850315119.5,Pitcher
Jhony Brito,3205491493573263.0,Pitcher
Jormy Nivar,3213055544143345.0,Pitcher
Chase Isbell,3214050130763168.5,Pitcher
Javier Bartolozzi,3217106149439244.5,Pitcher
Jacob DeLabio,3220085103293110.5,Pitcher
Miguel Toscano,3225105275710057.5,Pitcher
Eduardo Herrera,3226028385910571.0,Pitcher
Thyago Vieira,3232240038761701.5,Pitcher
Jojo Ingrassia,3240185715683936.5,Pitcher
Michael Stryffeler,3251791757224238.5,Pitcher
Marino Santy,3256704558614561.0,Pitcher
Eiker Huizi,3257765508687337.5,Pitcher
Indigo Diaz,3259758414494510.5,Pitcher
Dikember Sanchez,3259791570487178.0,Pitcher
Sam Gardner,3259943964843374.5,Pitcher
Johnathan Lavallee,3265850765309086.0,Pitcher
Roque Gutierrez,3270847625886557.5,Pitcher
Case Williams,3272416812503496.0,Pitcher
Enrique Segura,3272642627538471.0,Pitcher
Leuris Portorreal,3274129224372966.5,Pitcher
Austin Amaral,3283440840143160.0,Pitcher
Darvin Garcia,3284743642342500.5,Pitcher
Liam Simon,3285203687132401.0,Pitcher
Brooks Crawford,3285923607516461.0,Pitcher
Patrick Maybach,3293919867166470.5,Pitcher
Guillo Zuñiga,3295348503635475.5,Pitcher
Alonzo Tredwell,3299619334550067.0,Pitcher
Eliseo Mota,3300889920614168.0,Pitcher
Cade Feeney,3301266078474851.5,Pitcher
Eminen Flores,3302955087323678.5,Pitcher
Carlos Lequerica,3304993599624685.0,Pitcher
Josh Timmerman,3309660031178731.5,Pitcher
Jefferson Jean,3311881371582844.5,Pitcher
Mason Hickman,3312975835860458.5,Pitcher
Carlos Castillo,3313869773390763.0,Pitcher
Alaska Abney,3314067778654694.5,Pitcher
Ricardo Yan,3314528268156377.5,Pitcher
Shane Panzini,3321131046426239.0,Pitcher
Jorge Garcia,3332967339265659.5,Pitcher
Anthony Narvaez,3344016943561166.0,Pitcher
Brady Basso,3349547259350903.0,Pitcher
Nick Altermatt,3361494908091041.0,Pitcher
Hagen Danner,3369002967759822.5,Pitcher
Derek Corro,3371660005233633.0,Pitcher
Jack Ralston,3372067231391281.5,Pitcher
Pedro Santos,3374085738564242.5,Pitcher
Bryan Perez,3388420851018421.0,Pitcher
Andrew Bash,3388636756061515.0,Pitcher
Noah Ruen,3389880351744278.0,Pitcher
Justin Dunn,3398606636623137.0,Pitcher
Justin Storm,3400104443166028.0,Pitcher
Yoscar Pimentel,3400211852565705.0,Pitcher
Mitchell Stumpo,3401021001266497.0,Pitcher
Xavier Ruiz,3401337281610724.0,Pitcher
Adam McKillican,3401836098546198.0,Pitcher
Bryan Sanchez,3403201790066789.0,Pitcher
Alejandro Torres,3404868237088815.5,Pitcher
Luis Velasquez,3409803949033471.0,Pitcher
Carlos Torres,3412261311177349.0,Pitcher
Kelvin Bautista,3418901479761557.5,Pitcher
Brandon Eisert,3423145634733676.5,Pitcher
Brandon Neeck,3423429102547179.0,Pitcher
Enoli Paredes,3428545240332960.5,Pitcher
Patrick Sandoval,3428716839880079.5,Pitcher
Jack O'Loughlin,3429090044115957.5,Pitcher
Brandon Beckel,3439108996365662.5,Pitcher
Stiven Cruz,3439593671860814.5,Pitcher
Phil Bickford,3441763527399411.0,Pitcher
Angel Felipe,3446386108718124.5,Pitcher
Angel Bastardo,3454092646459356.5,Pitcher
Clay Helvey,3456884641044825.5,Pitcher
Chris Clark,3458032599044919.5,Pitcher
