Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,HR_z,R_z,RBI_z,SB_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,RA9-WAR,SV_z,ERA_z,WHIP_z,SV_contribution,ERA_contribution,WHIP_contribution
Andres Torres,TBR,0.25,1.0,0.9324,0.127,0.1016,0.0156,0.0015,0.0082,0.0601,0.0555,0.0477,0.0,0.3342,0.01,0.007,0.0029,,0.0105,0.0029,0.136208,0.0477,0.3342,0.142729,0.185237,0.182432,0.168906,0.36767,0.0462248,3.98491,0.198995,0.0,-0.000331781,0.00327308,-0.113705,6.65285,-0.000331781,0.0,-0.1071404959948267,0.0209999997168779,-0.00545358,999.0,,,,sa3023781,-0.37930019731950126,-0.3256544078892669,-0.3260327495614489,-0.1872437227007506,-1.2182310774709677,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keiderson Pavon,,0.25,1.0,0.9201,0.1436,0.1195,0.0179,0.0016,0.0047,0.0662,0.056,0.06,0.0,0.2503,0.01,0.007,0.0029,,0.0129,0.0036,0.15607,0.06,0.2503,0.239712,0.214221,0.194435,0.189094,0.408657,0.0383654,4.06783,0.206666,0.0,-0.000373637,0.0195216,-0.0974564,16.7605,-0.000373637,0.0,-0.0977645568491425,0.0120000001043081,-0.00541653,999.0,,,,sa3015811,-0.3801522011354196,-0.32531159846899504,-0.3260037056836019,-0.18676530735467797,-1.2182328126426945,-0.182,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Contreras,SDP,0.25,1.0,0.9133,0.102,0.0783,0.0128,0.0011,0.0098,0.0595,0.0517,0.0638,0.0,0.4627,0.013,0.007,0.0029,,0.0098,0.0027,0.111683,0.0638,0.4627,0.137886,0.17932,0.160298,0.160725,0.339618,0.0486149,3.98751,0.205895,0.0,-0.000357632,-0.00331151,-0.12029,1.52238,-0.000357632,0.0,-0.1181179177074227,-0.0120000001043081,-0.00999903,999.0,,,,sa3021272,-0.3789107098607957,-0.3256881268486379,-0.3262534830330864,-0.18738326051002174,-1.2182355802525415,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brayan Sanchez,,0.25,1.0,0.9141,0.1128,0.0896,0.0128,0.0012,0.0092,0.0614,0.0537,0.065,0.002,0.3738,0.011,0.007,0.0029,,0.0094,0.0026,0.1234,0.065,0.3738,0.17389,0.189349,0.170222,0.167983,0.359571,0.046822,3.59732,0.192529,0.0,-0.000464217,0.00253006,-0.114448,2.2379,-0.000464217,0.0,-0.1148467148886993,0.0209999997168779,-0.00625124,999.0,,,,sa3018589,-0.37905676765781027,-0.3255813501439631,-0.3261373075216983,-0.18746299640103387,-1.2182384217245055,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andruw Salcedo,SEA,0.25,1.0,0.9344,0.1206,0.0966,0.0135,0.0011,0.0094,0.0576,0.0548,0.0457,0.0,0.3522,0.01,0.007,0.0029,,0.0099,0.0027,0.129067,0.0457,0.3522,0.129756,0.176813,0.176049,0.162289,0.352862,0.046982,3.6778,0.19179,0.0,-0.000315533,-0.0020525,-0.119031,4.32778,-0.000315533,0.0,-0.1097846191842109,-0.0289999991655349,-0.0108905,999.0,,,,sa3015231,-0.37900808172547207,-0.32579490355331275,-0.3260734109904348,-0.18736332653726873,-1.2182397228064883,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bohan Adderley,NYM,0.25,1.0,0.933,0.1213,0.099,0.015,0.0014,0.0058,0.059,0.0517,0.0471,0.0,0.3666,0.01,0.007,0.0029,,0.0148,0.0041,0.130011,0.0471,0.3666,0.128478,0.178919,0.167631,0.160345,0.34655,0.0376206,4.44326,0.203488,0.0,6.74666e-05,-0.00361772,-0.120596,1.10315,6.74666e-05,0.0,-0.1181941314207506,0.0120000001043081,-0.00752824,999.0,,,,sa3023728,-0.3798844285075595,-0.32571622598144706,-0.3262534830330864,-0.1863865618723705,-1.2182406993944634,-0.182,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wueslly Lespe,,0.25,1.0,0.9171,0.1213,0.0975,0.0144,0.0014,0.008,0.0622,0.0541,0.062,0.0,0.3824,0.011,0.007,0.0029,,0.0105,0.0029,0.132265,0.062,0.3824,0.162134,0.194865,0.177189,0.173806,0.372054,0.0449242,3.93433,0.212292,0.0,-0.000420177,0.00721666,-0.109761,6.2435,-0.000420177,0.0,-0.1101160879479721,0.0040000001899898,-0.00751839,999.0,,,,sa3016108,-0.3793488832518394,-0.3255363915314684,-0.32611407241942064,-0.1872437227007506,-1.2182430699034792,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Rivas,CLE,0.25,1.0,0.9166,0.1309,0.1023,0.0203,0.0018,0.0065,0.0637,0.0548,0.0635,0.0,0.4192,0.01,0.007,0.0029,,0.0117,0.0033,0.14281,0.0635,0.4192,0.151479,0.204994,0.190159,0.183342,0.395154,0.0473489,3.98308,0.249849,0.0,-0.000384009,0.0148919,-0.102086,14.0005,-0.000384009,0.0,-0.0987854735867586,-0.0209999997168779,-0.00892835,999.0,,,,sa3015539,-0.37971402774437585,-0.32545209413304094,-0.3260734109904348,-0.18700451502771426,-1.2182440478955658,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yahil Melendez,CHC,0.25,1.0,0.9344,0.1282,0.1034,0.0163,0.0016,0.0068,0.0602,0.0548,0.0447,0.002,0.3571,0.011,0.007,0.0029,,0.0123,0.0035,0.1372,0.0447,0.3571,0.125175,0.184435,0.179795,0.16626,0.364229,0.0425942,4.20013,0.210216,0.0,-0.000197422,0.00114351,-0.115835,4.11665,-0.000197422,0.0,-0.1148554499523015,0.0120000001043081,-0.00718343,999.0,,,,sa3022692,-0.37964099884586855,-0.3256487880627051,-0.3260734109904348,-0.18688491119119613,-1.2182481090902046,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javier Roman,MIN,0.25,1.0,0.9394,0.1334,0.1058,0.0173,0.0014,0.0089,0.0613,0.0583,0.0397,0.0,0.3199,0.011,0.007,0.0029,,0.0084,0.0023,0.142006,0.0397,0.3199,0.124101,0.184635,0.191825,0.171231,0.37646,0.049819,3.58355,0.201587,0.0,-0.000486679,0.00514468,-0.111833,4.91434,-0.000486679,0.0,-0.1092846091196406,-0.0209999997168779,-0.0100127,999.0,,,,sa3018446,-0.37912979655631757,-0.3255869699705249,-0.3258701038455055,-0.18766233612856414,-1.218249206500912,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Rojas,LAD,0.25,1.0,0.913,0.1159,0.0927,0.014,0.0012,0.008,0.0648,0.0549,0.0661,0.0,0.3611,0.011,0.007,0.0029,,0.0095,0.0027,0.126944,0.0661,0.3611,0.183052,0.193561,0.171194,0.171573,0.364755,0.0442497,3.69285,0.195861,0.0,-0.000533651,0.0054194,-0.111559,6.84523,-0.000533651,0.0,-0.1119288309128023,0.0209999997168779,-0.00595167,999.0,,,,sa3024143,-0.3793488832518394,-0.32539027604086074,-0.32606760221486536,-0.18744306242828085,-1.2182498239358464,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darian Castillo,SDP,0.25,1.0,0.9273,0.1409,0.1166,0.0168,0.0014,0.0061,0.0649,0.0569,0.0518,0.0,0.2877,0.011,0.007,0.0029,,0.0112,0.0031,0.151947,0.0518,0.2877,0.180049,0.204292,0.192818,0.18276,0.39711,0.0408713,3.75457,0.210461,0.0,-0.000431421,0.0144233,-0.102555,16.3532,-0.000431421,0.0,-0.1004568732168991,0.0040000001899898,-0.0065226,999.0,,,,sa3024367,-0.3798113996090522,-0.3253846562142989,-0.32595142670347726,-0.18710418489147942,-1.2182516674183077,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Martinez,ARI,0.25,1.0,0.9212,0.1281,0.1016,0.0166,0.0015,0.0084,0.0652,0.0582,0.0589,0.0,0.3529,0.01,0.007,0.0029,,0.0079,0.0022,0.139058,0.0589,0.3529,0.166903,0.197573,0.18769,0.178316,0.385263,0.0486322,3.72184,0.211148,0.0,-0.000656672,0.0108468,-0.106131,8.05074,-0.000656672,0.0,-0.1106102842022664,-0.0209999997168779,-0.0101532,999.0,,,,sa3021626,-0.37925151138716306,-0.3253677967346134,-0.3258759126210749,-0.18776200599232923,-1.2182572267351806,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yorvin Morla,SDP,0.25,1.0,0.9193,0.1254,0.1041,0.015,0.0013,0.005,0.0621,0.0516,0.0588,0.0,0.3316,0.012,0.007,0.0029,,0.0148,0.0042,0.136408,0.0588,0.3316,0.177322,0.196771,0.17187,0.172581,0.368641,0.0354617,4.06447,0.204172,0.0,-0.000121411,0.00623115,-0.110747,9.50248,-0.000121411,0.0,-0.1083390308194793,0.0040000001899898,-0.00733665,999.0,,,,sa3024350,-0.3800791722369123,-0.32554201135803024,-0.32625929180865587,-0.1863865618723705,-1.218267037275969,-0.182,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freider Rojas,MIL,0.25,1.0,0.9086,0.1132,0.0905,0.0129,0.0015,0.0083,0.0624,0.0536,0.0715,0.0,0.3535,0.01,0.007,0.0029,,0.0101,0.0028,0.124587,0.0715,0.3535,0.202263,0.195266,0.169492,0.172348,0.364758,0.0449042,3.87289,0.189419,0.0,-0.000471515,0.00604362,-0.110934,5.29673,-0.000471515,0.0,-0.1137183950631879,0.0209999997168779,-0.00613649,999.0,,,,sa3021611,-0.3792758543533321,-0.32552515187834474,-0.32614311629726767,-0.1873234585917627,-1.2182675811207073,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jesus Fernandez,ATH,0.25,1.0,0.9431,0.1643,0.1381,0.0197,0.0016,0.0049,0.0653,0.0592,0.036,0.0,0.1851,0.011,0.007,0.0029,,0.0118,0.0033,0.174213,0.036,0.1851,0.194489,0.211915,0.214081,0.192352,0.425996,0.0398685,3.74696,0.209709,0.0,-0.000437408,0.0221441,-0.094834,23.0655,-0.000437408,0.0,-0.088466591812903,0.0120000001043081,-0.00445448,999.0,,,,sa3021123,-0.3801035152030814,-0.3253621769080516,-0.3258178248653809,-0.18698458105496124,-1.218268098031475,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Aparicio,ARI,0.25,1.0,0.9292,0.1443,0.119,0.0179,0.0019,0.0055,0.0664,0.0587,0.0499,0.0,0.276,0.011,0.007,0.0029,,0.0109,0.0031,0.155295,0.0499,0.276,0.180797,0.205797,0.196406,0.184517,0.402202,0.0411106,4.01773,0.212005,0.0,-0.000495367,0.0158374,-0.101141,12.2242,-0.000495367,0.0,-0.1054583339719101,0.0040000001899898,-0.00703913,999.0,,,,sa3015516,-0.3799574574060668,-0.32530035881587144,-0.3258468687432279,-0.18716398680973848,-1.2182686717749047,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Nigro,,0.25,1.0,0.9241,0.1104,0.0879,0.0126,0.0012,0.0087,0.0584,0.0523,0.055,0.0,0.3826,0.011,0.007,0.0029,,0.0111,0.0031,0.119468,0.055,0.3826,0.143753,0.176913,0.163943,0.159334,0.340856,0.0444757,3.84523,0.188403,0.0,-0.000250164,-0.00443093,-0.121409,-3.71162,-0.000250164,0.0,-0.1215936571534257,0.0209999997168779,-0.00694805,999.0,,,,sa3015228,-0.37917848248865577,-0.3257499449408181,-0.32621863037966997,-0.1871241188642324,-1.218271176673376,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohangel Moris,TBR,0.25,1.0,0.9324,0.1061,0.0807,0.0131,0.0013,0.011,0.0558,0.0534,0.0477,0.003,0.4542,0.01,0.007,0.0029,,0.0087,0.0024,0.113792,0.0477,0.4542,0.10502,0.164276,0.166023,0.151097,0.3303,0.0522308,3.89465,0.200548,0.0,-0.000300649,-0.0110604,-0.128038,-5.87414,-0.000300649,0.0,-0.1214428654056973,0.0040000001899898,-0.00868641,999.0,,,,sa3021596,-0.37861859426676664,-0.32589606043142577,-0.3261547338484065,-0.18760253421030504,-1.2182719227569039,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Rojas,DET,0.25,1.0,0.9247,0.1279,0.1014,0.0169,0.0015,0.0081,0.0618,0.0558,0.0534,0.0,0.308,0.012,0.007,0.0029,,0.0098,0.0027,0.138315,0.0534,0.308,0.173377,0.193862,0.186114,0.175543,0.379977,0.0477993,3.88973,0.194607,0.0,-0.000449973,0.00861506,-0.108363,8.46216,-0.000449973,0.0,-0.1051884472253732,0.0209999997168779,-0.00525197,999.0,,,,sa3016088,-0.37932454028567036,-0.32555887083771573,-0.32601532323474075,-0.18738326051002174,-1.2182819948681485,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy Sanchez,CHC,0.25,1.0,0.9225,0.1354,0.1108,0.0169,0.0021,0.0056,0.0643,0.0556,0.0586,0.0,0.2984,0.009,0.007,0.0029,,0.0122,0.0034,0.146775,0.0586,0.2984,0.196381,0.20359,0.187859,0.1811,0.391449,0.041084,4.06015,0.207514,0.0,-0.00034503,0.0130877,-0.10389,14.105,-0.00034503,0.0,-0.1030588830763008,0.0040000001899898,-0.00679133,999.0,,,,sa3018533,-0.3799331144398977,-0.3254183751736699,-0.3260269407858795,-0.18690484516394917,-1.2182832755633963,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheng-En Lin,CIN,0.25,1.0,0.9317,0.1253,0.1018,0.0144,0.0016,0.0075,0.0602,0.0542,0.0484,0.0,0.3763,0.01,0.007,0.0029,,0.0114,0.0032,0.134485,0.0484,0.3763,0.128621,0.184234,0.177525,0.166778,0.361759,0.0430396,4.09211,0.212291,0.0,-0.000280386,0.00155993,-0.115418,-4.55518,-0.000280386,0.0,-0.1253082665498368,0.0040000001899898,-0.00908919,999.0,,,,sa3022820,-0.3794705980826849,-0.3256487880627051,-0.32610826364385126,-0.18706431694597336,-1.2182919667352146,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helder Rosario,WSN,0.25,1.0,0.9365,0.1082,0.0844,0.0127,0.0012,0.01,0.0549,0.0526,0.0436,0.0,0.4223,0.01,0.007,0.0029,,0.0103,0.0029,0.115537,0.0436,0.4223,0.103244,0.162271,0.163801,0.150436,0.326072,0.0482648,4.07732,0.192097,0.0,-0.000203673,-0.0115927,-0.128571,-8.71584,-0.000203673,0.0,-0.1302068866643821,0.0209999997168779,-0.00783939,999.0,,,,sa3018948,-0.37886202392845747,-0.32594663887048225,-0.32620120405296177,-0.18728359064625663,-1.218293457498158,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezequiel Pena,CHC,0.25,1.0,0.9493,0.1426,0.1174,0.0178,0.0018,0.0056,0.06,0.0567,0.0308,0.0,0.3148,0.01,0.007,0.0029,,0.013,0.0036,0.150216,0.0308,0.3148,0.0978399,0.183933,0.190456,0.169099,0.37439,0.0402402,4.28047,0.215443,0.0,-0.000106604,0.00342845,-0.11355,6.02745,-0.000106604,0.0,-0.1124796879885252,0.0040000001899898,-0.00776428,999.0,,,,sa3024477,-0.3799331144398977,-0.32566002771582875,-0.32596304425461603,-0.18674537338192496,-1.2183015597922673,-0.182,-0.156,-0.156,-0.089,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miguel Rivera,BOS,0.25,1.0,0.9401,0.1274,0.1021,0.0148,0.0016,0.0089,0.0601,0.0575,0.04,0.0,0.32,0.01,0.007,0.0029,,0.0087,0.0024,0.135517,0.04,0.32,0.125,0.177916,0.183066,0.164618,0.360982,0.0475481,3.90089,0.191686,0.0,-0.000432453,-0.000177943,-0.117156,-6.20894,-0.000432453,0.0,-0.1219577478768769,0.0209999997168779,-0.00698387,999.0,,,,sa3023786,-0.37912979655631757,-0.3256544078892669,-0.3259165740500608,-0.18760253421030504,-1.2183033127059502,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yhoan Escalona,PHI,0.25,1.0,0.9259,0.1173,0.093,0.014,0.0012,0.0091,0.0613,0.0555,0.0532,0.0,0.3419,0.011,0.007,0.0029,,0.0087,0.0024,0.126688,0.0532,0.3419,0.155601,0.182028,0.173885,0.165184,0.355913,0.0471973,3.63924,0.185943,0.0,-0.000472704,0.000276964,-0.116701,0.256915,-0.000472704,0.0,-0.1197462326381355,-0.0209999997168779,-0.0110967,999.0,,,,sa3021843,-0.37908111062397937,-0.3255869699705249,-0.3260327495614489,-0.18760253421030504,-1.2183033643662582,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Hurtado,DET,0.25,1.0,0.9015,0.1145,0.0893,0.0151,0.0013,0.0088,0.0636,0.0537,0.0736,0.0,0.348,0.015,0.007,0.0029,,0.0089,0.0025,0.127011,0.0736,0.348,0.211494,0.203691,0.175929,0.179827,0.37962,0.0489185,3.743,0.19159,0.0,-0.000636578,0.0120627,-0.104915,11.4753,-0.000636578,0.0,-0.1019274446880444,-0.0209999997168779,-0.00925285,999.0,,,,sa3019200,-0.3791541395224867,-0.32545771395960277,-0.3261373075216983,-0.187562666264799,-1.2183118272685869,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendrick Herrera,PIT,0.25,1.0,0.9237,0.1429,0.1171,0.0177,0.0019,0.0062,0.0652,0.0578,0.0564,0.0,0.2698,0.01,0.007,0.0029,,0.0104,0.0029,0.154704,0.0564,0.2698,0.209044,0.209909,0.198116,0.187794,0.408025,0.0434124,3.85757,0.208798,0.0,-0.000542778,0.0184751,-0.0985029,13.478,-0.000542778,0.0,-0.1040064501576125,0.0120000001043081,-0.00606297,999.0,,,,sa3023776,-0.37978705664288315,-0.3253677967346134,-0.32589914772335254,-0.18726365667350361,-1.2183176577743526,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Rodriguez,ATH,0.25,1.0,0.9022,0.1556,0.1205,0.0258,0.0019,0.0074,0.0742,0.0622,0.0789,0.0,0.237,0.009,0.007,0.0029,,0.0051,0.0014,0.172467,0.0789,0.237,0.332911,0.244208,0.229883,0.218286,0.474091,0.0574152,3.13803,0.222924,0.0,-0.00119179,0.043017,-0.0739611,41.3077,-0.00119179,0.0,-0.0683480896987021,0.0209999997168779,-0.00144719,999.0,,,,sa3017283,-0.379494941048854,-0.32486201234404843,-0.32564356159829866,-0.18832015722941398,-1.218320672220615,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Montero,,0.25,1.0,0.9361,0.1229,0.098,0.0153,0.0014,0.0082,0.059,0.0549,0.044,0.0,0.351,0.01,0.007,0.0029,,0.0105,0.0029,0.131289,0.044,0.351,0.125356,0.177415,0.176904,0.162629,0.354319,0.0456148,4.0645,0.196438,0.0,-0.000274167,-0.00177941,-0.118757,-1.44539,-0.000274167,0.0,-0.1189661401440389,-0.0209999997168779,-0.0110144,999.0,,,,sa3016152,-0.37930019731950126,-0.32571622598144706,-0.32606760221486536,-0.1872437227007506,-1.2183277482165644,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estiven Giron,,0.25,1.0,0.9191,0.121,0.0954,0.0148,0.0012,0.0096,0.0627,0.0564,0.06,0.0,0.3548,0.011,0.007,0.0029,,0.0073,0.002,0.131651,0.06,0.3548,0.169109,0.192558,0.181699,0.17404,0.374258,0.050049,3.36818,0.198327,0.0,-0.000663312,0.007405,-0.109573,6.40448,-0.000663312,0.0,-0.1101708800415508,0.0209999997168779,-0.00576833,999.0,,,,sa3019440,-0.3789593957931339,-0.32550829239865925,-0.3259804705813243,-0.18788160982884744,-1.218329768601965,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cruzmel Arias,COL,0.25,1.0,0.9458,0.1603,0.1307,0.0202,0.002,0.0075,0.0652,0.0617,0.0323,0.0,0.2613,0.012,0.007,0.0029,,0.0076,0.0022,0.169486,0.0323,0.2613,0.123613,0.205195,0.218968,0.190585,0.424163,0.0494819,3.63377,0.223392,0.0,-0.000752188,0.0207217,-0.0962563,4.83844,-0.000752188,0.0,-0.1145470959600061,0.0209999997168779,-0.00622208,999.0,,,,sa3019527,-0.3794705980826849,-0.3253677967346134,-0.3256726054761457,-0.18782180791058833,-1.2183328082040323,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Noguera,,0.25,1.0,0.9431,0.1216,0.0973,0.0141,0.0013,0.0089,0.0573,0.0552,0.037,0.0,0.3499,0.01,0.007,0.0029,,0.01,0.0028,0.128936,0.037,0.3499,0.105744,0.16909,0.174955,0.156941,0.344045,0.0460184,3.81368,0.190597,0.0,-0.000272894,-0.00635681,-0.123335,-5.35767,-0.000272894,0.0,-0.1235422661702614,-0.0209999997168779,-0.011487,999.0,,,,sa3018954,-0.37912979655631757,-0.32581176303299825,-0.32605017588815716,-0.1873433925645157,-1.2183351280419887,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andres Hernandez,,0.25,1.0,0.9351,0.1199,0.0954,0.0143,0.0013,0.0089,0.0584,0.0548,0.045,0.0,0.3768,0.01,0.007,0.0029,,0.0098,0.0028,0.128222,0.045,0.3768,0.119427,0.175409,0.174848,0.161042,0.350256,0.046626,3.97752,0.199497,0.0,-0.000361038,-0.00305643,-0.120035,-2.53685,-0.000361038,0.0,-0.1203300261695403,0.0040000001899898,-0.00857327,999.0,,,,sa3018510,-0.37912979655631757,-0.3257499449408181,-0.3260734109904348,-0.18738326051002174,-1.2183364129975924,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nestor Urbina,MIN,0.25,1.0,0.9373,0.1356,0.1097,0.0176,0.0016,0.0067,0.0611,0.0559,0.0428,0.0,0.323,0.01,0.007,0.0029,,0.0114,0.0032,0.144671,0.0428,0.323,0.132508,0.188948,0.188307,0.172274,0.377255,0.043636,4.08208,0.20973,0.0,-0.000298539,0.00598413,-0.110994,5.64799,-0.000298539,0.0,-0.1082570197759196,0.0040000001899898,-0.00732461,999.0,,,,sa3023949,-0.3796653418120377,-0.3255982096236486,-0.3260095144591713,-0.18706431694597336,-1.218337382840831,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Bruzual,TEX,0.25,1.0,0.9479,0.1482,0.1197,0.0192,0.0018,0.0075,0.0633,0.06,0.0322,0.0,0.2883,0.01,0.007,0.0029,,0.0086,0.0024,0.156346,0.0322,0.2883,0.111689,0.190954,0.204135,0.177768,0.395089,0.0477898,3.85314,0.213473,0.0,-0.000529799,0.0104053,-0.106573,8.85337,-0.000529799,0.0,-0.1048206564155407,0.0209999997168779,-0.00521399,999.0,,,,sa3018531,-0.3794705980826849,-0.32547457343928826,-0.32577135466082563,-0.18762246818305806,-1.218338994365857,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Rodriguez,ARI,0.25,1.0,0.9352,0.1419,0.1177,0.0162,0.0022,0.0059,0.0643,0.0581,0.0439,0.0,0.3036,0.011,0.007,0.0029,,0.0108,0.003,0.151732,0.0439,0.3036,0.144598,0.197372,0.192793,0.178382,0.390165,0.0410607,4.04966,0.214952,0.0,-0.000417251,0.0109,-0.106078,8.09523,-0.000417251,0.0,-0.1103176662290934,0.0040000001899898,-0.007541,999.0,,,,sa3019899,-0.3798600855413904,-0.3254183751736699,-0.3258817213966444,-0.1871839207824915,-1.2183441028941961,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daris Cordero,,0.25,1.0,0.9431,0.1229,0.0972,0.0148,0.0013,0.0097,0.0576,0.0561,0.036,0.0,0.4065,0.011,0.007,0.0029,,0.0086,0.0024,0.130315,0.036,0.4065,0.0885609,0.170394,0.179726,0.159409,0.350121,0.0494115,3.90786,0.212025,0.0,-0.000390103,-0.00437054,-0.121349,-3.66001,-0.000390103,0.0,-0.1216732091270387,0.0040000001899898,-0.00871199,999.0,,,,sa3021162,-0.37893505282696477,-0.32579490355331275,-0.3259978969080325,-0.18762246818305806,-1.218350321471368,-0.181,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greyber Altamirano,,0.25,1.0,0.9401,0.1369,0.1112,0.0168,0.0018,0.0071,0.0613,0.0572,0.04,0.0,0.2905,0.01,0.007,0.0029,,0.0104,0.0029,0.145623,0.04,0.2905,0.137694,0.187444,0.18998,0.1718,0.377423,0.044357,4.01334,0.199846,0.0,-0.000366777,0.00560254,-0.111376,4.86392,-0.000366777,0.0,-0.1116768045176286,0.0040000001899898,-0.00767958,999.0,,,,sa3019570,-0.3795679699473613,-0.3255869699705249,-0.325934000376769,-0.18726365667350361,-1.2183525969681588,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Martinez,MIL,0.25,1.0,0.9368,0.1488,0.1228,0.0186,0.0023,0.0051,0.0642,0.0586,0.0423,0.0,0.2525,0.011,0.007,0.0029,,0.0116,0.0032,0.158839,0.0423,0.2525,0.167525,0.202688,0.199936,0.183321,0.402624,0.0410974,4.06621,0.209414,0.0,-0.000365876,0.0148747,-0.102103,12.6818,-0.000365876,0.0,-0.1047816951177083,0.0040000001899898,-0.00696925,999.0,,,,sa3024128,-0.38005482927074313,-0.3254239950002318,-0.3258526775187973,-0.18702444900046733,-1.2183559507902395,-0.182,-0.156,-0.156,-0.09,0.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,
